-1.320433,36.808617
-1.320533,36.808767
-1.320567,36.80895
-1.320483,36.8091
-1.32035,36.809233
-1.320417,36.8094
-1.3203,36.809533
-1.320167,36.809667
-1.32005,36.809783
-1.319917,36.809917
-1.3198,36.81005
-1.319667,36.810183
-1.31955,36.8103
-1.319417,36.810433
-1.3193,36.810567
-1.319167,36.8107
-1.319033,36.810817
-1.318917,36.81095
-1.318783,36.811067
-1.31865,36.8112
-1.318517,36.811317
-1.3184,36.81145
-1.318267,36.811567
-1.318133,36.8117
-1.318017,36.811817
-1.317883,36.81195
-1.31775,36.812083
-1.317633,36.812217
-1.3175,36.812333
-1.317383,36.812467
-1.31725,36.8126
-1.317133,36.812717
-1.317,36.81285
-1.316883,36.812983
-1.31675,36.813117
-1.316633,36.813233
-1.3165,36.813367
-1.316383,36.8135
-1.31625,36.813633
-1.316133,36.813767
-1.316,36.813883
-1.315883,36.814017
-1.315767,36.81415
-1.315633,36.814283
-1.3155,36.814383
-1.31535,36.8145
-1.3152,36.8146
-1.315033,36.814683
-1.314883,36.814767
-1.314717,36.81485
-1.314567,36.814933
-1.3144,36.815017
-1.31425,36.8151
-1.314083,36.815183
-1.313917,36.815267
-1.313767,36.81535
-1.3136,36.815417
-1.313433,36.8155
-1.313283,36.815583
-1.3131,36.815617
-1.312933,36.815667
-1.31275,36.81565
-1.312567,36.8156
-1.31245,36.815733
-1.3124,36.8159
-1.3123,36.81605
-1.3122,36.8162
-1.312067,36.816317
-1.311917,36.816433
-1.311783,36.816533
-1.311633,36.81665
-1.3115,36.816767
-1.31135,36.816867
-1.311217,36.816983
-1.311067,36.8171
-1.310933,36.8172
-1.310783,36.817317
-1.31065,36.817433
-1.3105,36.817533
-1.310367,36.81765
-1.310217,36.81775
-1.310067,36.817867
-1.309933,36.817983
-1.309783,36.818083
-1.30965,36.8182
-1.3095,36.818317
-1.309367,36.818417
-1.309217,36.818533
-1.309067,36.818617
-1.308917,36.818717
-1.308767,36.8188
-1.3086,36.8189
-1.30845,36.818983
-1.308283,36.81905
-1.308117,36.819117
-1.30795,36.819183
-1.307783,36.81925
-1.307617,36.819317
-1.30745,36.8194
-1.307283,36.819467
-1.3071,36.819483
-1.306933,36.8195
-1.30685,36.81965
-1.30675,36.819817
-1.306667,36.819967
-1.306567,36.820117
-1.306483,36.820267
-1.306383,36.820417
-1.306283,36.820583
-1.306233,36.82075
-1.306183,36.820917
-1.306133,36.8211
-1.306083,36.821267
-1.306017,36.821433
-1.305883,36.821567
-1.305717,36.8216
-1.30565,36.821783
-1.305717,36.82195
-1.305833,36.822083
-1.305783,36.822267
-1.30575,36.822433
-1.3057,36.822617
-1.305683,36.822783
-1.30565,36.822967
-1.305617,36.82315
-1.3056,36.823317
-1.305567,36.8235
-1.305533,36.823683
-1.305517,36.82385
-1.305483,36.824033
-1.305467,36.824217
-1.305433,36.8244
-1.305417,36.824567
-1.305383,36.82475
-1.305367,36.824933
-1.305333,36.8251
-1.305317,36.825283
